Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Population ages 15-64, total",SP.POP.1564.TO,Cote d'Ivoire,CIV,2021960,2095514,2172977,2250972,2330016,2412350,2497620,2585845,2677601,2776191,2886073,3009124,3144026,3287017,3435364,3589212,3755179,3924741,4082203,4226663,4359686,4484314,4603257,4718717,4831906,4944669,5059684,5208275,5460208,5742556,5989672,6251358,6531160,6825102,7128744,7440012,7755356,8070913,8366861,8610242,8807997,8985862,9177733,9402372,9646274,9902854,10167397,10439527,10718022,11002210,11295774,11551611,11778782,12030592,12352443,12742712,13144569,13557234,13983887,14423532,14875394,15332583,15805992,16305521
"Population ages 15-64, total",SP.POP.1564.TO,Croatia,HRV,2716910,2732641,2754388,2780441,2807160,2833474,2859324,2884891,2912238,2939959,2963684,2982983,2997812,3009281,3020179,3031897,3044986,3057349,3068561,3078027,3090637,3117083,3153597,3186800,3209067,3221843,3232126,3243254,3253455,3261701,3267916,3202606,3119741,3137946,3177520,3149375,3092978,3067319,3056471,3035919,3000132,2881412,2878818,2877977,2877134,2878105,2876743,2874124,2872102,2870349,2869698,2863337,2851839,2838041,2816771,2781825,2750258,2702875,2661812,2628491,2600083,2478341,2450668,2437476
"Population ages 15-64, total",SP.POP.1564.TO,Cuba,CUB,4342091,4419570,4492328,4561961,4632192,4704568,4775281,4843708,4912948,4985273,5061836,5137967,5210749,5282438,5355677,5434169,5520905,5618179,5726296,5842216,5962145,6099540,6251424,6399769,6544892,6688413,6831192,6970329,7100098,7215012,7311810,7388953,7448108,7492585,7519707,7532917,7541026,7556229,7583593,7616129,7650864,7684033,7715033,7749263,7787077,7821875,7849474,7865453,7869219,7865348,7857563,7848484,7842497,7841392,7843110,7843206,7838384,7826960,7806524,7779726,7750885,7714020,7677039,7648736
"Population ages 15-64, total",SP.POP.1564.TO,Curacao,CUW,67504,68068,69427,70898,72283,73565,74467,75413,76799,78352,79970,82029,83038,83651,85668,87377,88823,90146,90727,91624,92851,94209,95997,97377,98394,99212,99323,98569,97102,95494,94350,93540,93065,93221,93402,93721,94499,94979,93451,90272,86783,83853,84267,86445,88407,91141,93822,95782,96956,97489,98580,99837,100560,101578,102793,104016,105086,105543,107858,108051,105426,103640,101844,100086
"Population ages 15-64, total",SP.POP.1564.TO,Cyprus,CYP,337512,342843,348602,354337,359660,364699,369700,374573,379316,384064,388856,393673,398451,403457,404114,403677,409749,418734,427461,435713,443346,450358,456810,463143,469953,477362,485206,493245,501232,509022,516618,524117,531977,541649,553478,566650,580904,595925,611408,627130,642939,658570,673874,689585,706301,723788,741705,759663,777291,794326,810597,822641,829867,835587,840546,845122,849505,853788,857904,861709,864290,865181,866553,868944
"Population ages 15-64, total",SP.POP.1564.TO,Czechia,CZE,6242184,6256444,6321361,6381959,6431117,6471939,6510456,6543089,6568155,6588328,6566562,6542407,6551898,6551909,6538679,6519008,6502433,6489963,6485845,6495686,6506573,6533967,6585841,6638796,6678307,6696214,6705361,6719485,6747280,6790770,6822731,6853906,6905700,6957069,7004037,7040283,7065655,7090053,7115388,7141781,7157379,7166721,7187565,7218701,7247811,7273975,7300514,7336996,7374057,7375592,7346295,7295370,7225496,7148825,7082902,7027887,6974680,6928654,6891614,6863717,6833074,6675837,6766557,6896168
"Population ages 15-64, total",SP.POP.1564.TO,Denmark,DNK,2940617,2976218,3012059,3041799,3065082,3084639,3102047,3118640,3133691,3149757,3172152,3191505,3205183,3219554,3229500,3234433,3242225,3255808,3273393,3294154,3316051,3338634,3359432,3374547,3386581,3397571,3409935,3426050,3438973,3448781,3462107,3476601,3488806,3499894,3510374,3525189,3539628,3547207,3552376,3556408,3560844,3567227,3573414,3578487,3583778,3590112,3598201,3608446,3620404,3627842,3629335,3627006,3624206,3627270,3637286,3656091,3677758,3693665,3704032,3710063,3713686,3722898,3745673,3766438
"Population ages 15-64, total",SP.POP.1564.TO,Djibouti,DJI,46011,47945,50167,52789,55770,58863,61937,65077,68307,72165,76674,81620,87158,93248,100372,109138,119764,132005,145080,157725,168791,177834,185210,192073,199992,210191,223154,238568,255219,276621,307384,335836,334162,329100,337185,342200,352680,370117,391126,409439,425829,442659,459454,470645,477523,485434,497042,511000,524878,539168,553210,567001,580689,594524,608791,623596,638951,654802,670838,686556,701531,715670,729355,742832
"Population ages 15-64, total",SP.POP.1564.TO,Dominica,DMA,29454,29705,29909,30100,30271,30422,30543,30644,30750,30875,31247,31940,32719,33497,34267,35007,35703,36354,36965,37559,38145,38793,39490,40098,40569,40892,41061,41104,41004,40710,40196,39876,40020,40275,40482,40658,40803,40930,41034,41094,41101,41271,41706,42195,42640,43069,43476,43877,44260,44591,44843,45208,45797,46133,47094,48126,48531,49130,49692,50330,50902,51282,51532,51705
"Population ages 15-64, total",SP.POP.1564.TO,Dominican Republic,DOM,1618072,1662437,1710256,1761937,1815959,1870267,1928029,1991482,2059042,2130468,2203947,2279237,2357756,2439749,2525493,2614857,2707127,2801560,2897832,2995318,3094808,3196392,3298419,3400250,3502105,3604557,3707432,3810645,3914573,4018700,4122545,4226168,4329655,4433217,4535851,4637845,4739522,4840275,4941346,5042773,5143126,5242444,5342651,5445565,5552239,5662531,5775183,5889440,6005061,6121338,6236035,6347535,6454568,6555628,6653911,6752134,6847861,6939526,7027160,7110539,7195061,7279123,7353464,7422790
"Population ages 15-64, total",SP.POP.1564.TO,Early-demographic dividend,EAR,541056529,552131976,563507923,575203144,587836615,601267032,615006848,629507834,644909138,661123982,677866161,694627138,712091345,730794833,750089392,769946305,790186684,811158364,833090049,855838544,879683406,905140427,931197756,957261799,983613764,1010482765,1038216283,1066565300,1095544604,1125116148,1156882319,1188368337,1218873679,1249034206,1279624360,1311927317,1346396162,1381800194,1417775271,1454200431,1491248773,1528647069,1565101397,1601247376,1638150824,1675115372,1712405765,1749882214,1786658746,1823222487,1860635570,1897663241,1933283309,1968289821,2002934528,2037676491,2072383547,2106715539,2140537175,2173878849,2206560412,2238144635,2269690345,2302416549
"Population ages 15-64, total",SP.POP.1564.TO,East Asia & Pacific,EAS,588325083,591704661,599772412,610405308,621138390,634320125,650071337,667093381,684957941,703239312,722812713,743379871,763429440,783081023,799775162,814544327,828756235,847035781,873054999,900270745,925364954,950104069,974455695,1000549956,1027987359,1055060628,1081771632,1107390026,1132279993,1155437871,1175459826,1194721880,1213815303,1232245145,1251519586,1271612690,1292754885,1315273112,1336971912,1356968293,1376885700,1397475857,1419333034,1440978159,1462205536,1483925633,1503093508,1518618381,1532826981,1545553577,1557195771,1568286794,1578560199,1586781173,1593545000,1599250368,1604379896,1607833827,1609933921,1612115343,1613588064,1614711594,1615638056,1617494293
"Population ages 15-64, total",SP.POP.1564.TO,East Asia & Pacific (excluding high income),EAP,498080706,499948750,505981703,514217044,522530839,533451653,547154671,562346757,578363203,594627933,612134058,629918186,648041219,665783892,680425809,693221209,705548526,721952140,746084944,771300831,794428381,817298999,839748913,863758969,889184066,914329840,939157397,962833078,985810183,1007094088,1025489293,1043229301,1061073216,1078357531,1096522736,1115572627,1135625560,1157362164,1178356367,1197884464,1217406998,1237638573,1259271284,1280725259,1301774389,1323417915,1342412238,1357655583,1371407885,1383815233,1395059720,1405825654,1416146735,1424916884,1432252402,1438371054,1443747664,1447548898,1449959437,1452425495,1454556079,1456983996,1458764674,1460591719
"Population ages 15-64, total",SP.POP.1564.TO,East Asia & Pacific (IDA & IBRD countries),TEA,491205231,492873373,498708630,506759316,514902689,525650835,539229936,554345538,570254791,586369152,603691078,621278137,639165943,656628408,671007026,683556758,695640993,711797924,735654892,760576846,783403805,805956595,828053793,851696678,876762173,901547936,926023458,949347460,972001391,993013998,1011163429,1028683603,1046330923,1063424320,1081404237,1100294571,1120208219,1141812118,1162685341,1182104438,1201526486,1221664630,1243214929,1264579945,1285528198,1307068325,1325951385,1341077301,1354707992,1366990312,1378109756,1388754749,1398959804,1407611828,1414824676,1420836731,1426083982,1429730271,1432021986,1434410761,1436498250,1438902925,1440695633,1442570639
"Population ages 15-64, total",SP.POP.1564.TO,Ecuador,ECU,2369968,2430880,2495344,2566350,2644531,2727153,2812637,2901032,2992572,3087376,3185720,3288050,3394648,3505329,3619903,3738669,3862089,3990174,4122611,4259675,4401424,4547078,4696623,4850169,5007372,5167568,5330185,5495004,5660510,5825624,5990274,6152846,6309184,6459122,6607668,6757766,6909869,7063567,7218933,7377336,7540817,7711620,7890265,8075285,8263862,8454847,8649148,8845796,9042969,9240065,9437031,9634039,9830381,10024345,10218347,10417708,10624438,10842807,11112458,11388419,11602470,11792831,11966791,12121662
"Population ages 15-64, total",SP.POP.1564.TO,"Egypt, Arab Rep.",EGY,14643042,15005302,15419983,15867380,16312546,16739825,17160357,17590037,18033946,18482921,18931898,19369646,19801354,20242055,20692056,21155378,21626163,22130982,22679618,23251916,23855816,24484737,25136337,25825705,26542087,27272716,28014169,28774054,29567103,30392066,31251661,32117973,32999829,33932654,34925008,35959072,37025853,38143745,39309297,40511297,41746557,43018921,44354895,45729935,47090940,48413679,49688626,50955602,52207378,53415035,54599324,55843737,57070924,58304092,59566999,60743290,61930648,63148640,64340136,65512638,66715543,67933197,69152645,70410634
"Population ages 15-64, total",SP.POP.1564.TO,El Salvador,SLV,1419338,1456269,1492775,1528011,1565369,1605673,1646432,1686685,1726889,1767003,1812663,1864052,1917601,1974504,2033536,2093358,2152808,2213419,2275260,2335616,2389721,2421113,2456580,2514639,2575885,2639482,2703648,2769959,2835044,2892252,2947123,3001360,3054768,3114472,3176954,3235743,3290289,3340402,3384766,3422701,3454333,3480801,3504062,3524536,3541896,3555680,3566419,3593992,3641402,3692125,3744571,3797858,3851996,3906648,3959142,4005563,4045704,4078172,4100740,4117165,4141387,4172898,4205043,4239597
"Population ages 15-64, total",SP.POP.1564.TO,Equatorial Guinea,GNQ,149861,152029,154418,157032,160246,164053,168060,172208,176254,177969,176346,173006,168872,164378,159765,155198,150547,147405,146632,147819,152023,159376,169035,181969,196657,209782,220922,230305,238717,246860,255027,263388,272079,281218,291015,301668,313227,325717,339129,353729,370764,390561,412433,436204,461616,488320,515939,544195,572947,602134,631716,662026,692965,723959,754625,784583,813581,841955,870572,900257,925351,949390,977879,1007530
"Population ages 15-64, total",SP.POP.1564.TO,Eritrea,ERI,545055,559948,575237,590134,604878,618402,630560,643192,656384,670253,684927,700500,717024,734421,752445,770881,789907,809868,830754,852496,875280,899066,923456,948411,973690,998607,1023858,1048933,1073707,1097730,1119318,1060427,996502,1031544,1066096,1146041,1215780,1214515,1218735,1228123,1242029,1284633,1340694,1413373,1487572,1524177,1542864,1560614,1608887,1656963,1693784,1731378,1759434,1785807,1797287,1801414,1815669,1838000,1877723,1924325,1976297,2035003,2092169,2148552
"Population ages 15-64, total",SP.POP.1564.TO,Estonia,EST,803085,808961,819205,831018,844083,856448,866884,874639,881975,890508,899873,909669,918351,926781,935317,943400,950508,956987,962688,967216,972798,980688,989675,997821,1005999,1015612,1024623,1032108,1036795,1038442,1037406,1031355,1011356,984161,962564,945133,931727,922626,917466,929158,941321,937945,934061,930328,926719,922372,915462,908765,904893,901239,896373,889309,880189,870697,861707,856276,850822,846482,845484,844746,842292,840607,849966,858377
"Population ages 15-64, total",SP.POP.1564.TO,Eswatini,SWZ,172681,175568,178629,181887,185853,190839,196337,202073,207760,213262,218740,224220,229761,235438,241314,247465,254023,261097,268897,277297,286036,293712,301777,311777,322413,335123,350002,366088,388757,407708,424020,447689,471407,489221,483201,479140,495297,510116,523954,537828,551111,563608,575058,585307,594782,603393,611490,619869,628242,635905,642110,647338,652567,658168,664476,671547,679194,687260,695797,704912,715626,727016,736679,746127
"Population ages 15-64, total",SP.POP.1564.TO,Ethiopia,ETH,11826165,12144912,12477627,12809039,13133531,13459816,13781672,14104331,14435141,14767157,15100792,15423891,15740383,16078968,16443052,16805064,17173530,17446044,17693256,17910396,17966905,18378871,19074192,19637495,20225974,20841055,21454424,22126207,22872103,23625179,24378488,25306664,26255130,27082543,27939064,28839954,29754494,30636014,31505992,32419918,33380131,34404804,35522706,36704384,37922984,39176833,40501323,41904878,43364378,44896266,46533575,48281304,50111192,51981291,53901969,55867552,57895064,59985968,62067687,64147672,66279326,68441736,70615185,72811431
"Population ages 15-64, total",SP.POP.1564.TO,Euro area,EMU,174442307,175270941,176420658,177721199,178914046,179986902,180926786,181690851,182484457,183367283,184090646,184931016,186115493,187366299,188638334,189970399,191350041,192724962,194216789,195924870,198022496,200460174,202851300,205065923,206928600,208176623,209122723,210051551,210978319,212033270,213088542,214272233,215273316,216096157,216709203,217180236,217640477,218107304,218492080,218853539,219197061,219529554,220264003,221206444,222107752,222803189,223433079,224383533,225208175,225431157,225518822,224465873,224090270,223886304,223646360,223434970,223293008,222959884,222743173,222285474,221935301,221345326,221583433,222097057
"Population ages 15-64, total",SP.POP.1564.TO,Europe & Central Asia,ECS,423130777,425881306,430038499,434721899,439650688,444474995,448682112,452871492,457042558,461408139,465648404,469858967,474368040,478928726,483396726,487835117,492380693,496767954,501207519,505719169,510661714,516261017,522019753,527629621,532710119,536938638,540763452,544467172,547942664,551002795,553653529,556455425,558598694,560295233,561840111,563424672,565500285,567930871,570727522,573747175,576496945,579184822,581974281,584810726,587435638,589934237,592483196,595289007,598595435,601402491,603950450,604746405,605095109,605358871,605253617,605003808,604824548,604344193,603854702,603178289,602281258,600987403,597208333,597381301
"Population ages 15-64, total",SP.POP.1564.TO,Europe & Central Asia (excluding high income),ECA,76847048,77783186,78935542,80242530,81741847,83289302,84800224,86275189,87811441,89481456,91184594,92914528,94699403,96514109,98362128,100256893,102181582,104082860,106001611,107884132,109740414,111689774,113655138,115720901,117686971,119508164,121364300,123223148,125044887,126506970,127927496,129295915,130388368,131190628,131841629,132477984,133575177,134816305,136081231,137386448,138858975,140372872,141823092,143252590,144760413,146314875,147906441,149333394,151186678,153125285,155210613,157117089,158525896,159792568,160832724,161779822,162689476,163505630,164176588,164861028,165446334,166230504,162833785,162504188
"Population ages 15-64, total",SP.POP.1564.TO,Europe & Central Asia (IDA & IBRD countries),TEC,190853937,192351198,194777158,197658827,201057430,204581013,207687740,210970483,214208157,217530444,220938868,224227114,227432734,230637595,233761918,236813528,239889416,242761003,245519256,248066154,250608531,253432960,256423647,259407530,262274873,265057486,267799889,270431414,272839943,274734902,276211047,277592594,278491965,279222962,279981588,280833672,282188841,283936286,286106211,288451650,290492081,292357821,293996838,295454627,296714364,297998755,299354837,300650972,302635242,304854376,307039069,308702719,309400624,309835176,309838756,309590437,309340115,308986759,308534980,308145174,307496449,306883562,302187491,301273433
"Population ages 15-64, total",SP.POP.1564.TO,European Union,EUU,230308848,231550518,233300631,235303277,237234494,238968573,240602120,242191941,243743407,245307483,246617020,247949371,249607021,251231644,252784100,254333439,255868164,257360740,258972222,260800567,263116737,265913899,268844484,271731007,274122067,275681403,276859230,278005756,279139808,280338828,281548033,282875635,284039358,285130960,286027658,286746168,287401800,288053966,288646207,289240599,289578916,289900669,290525958,291597767,292638187,293428478,294115951,294965559,295622072,295707222,295512777,294181012,293398670,292760515,292066884,291389290,290757408,289928981,289210989,288268343,287411729,286182289,285922852,286649059
"Population ages 15-64, total",SP.POP.1564.TO,Faroe Islands,FRO,20233,20557,20863,21171,21485,21792,22068,22304,22509,22693,22953,23301,23642,23966,24277,24581,24898,25252,25679,26153,26624,27107,27607,28086,28513,28886,29239,29608,29984,30360,30280,29690,29019,28305,27589,27359,27616,27865,28083,28296,28615,29046,29479,29928,30439,30793,30920,30958,30891,30780,30699,30642,30562,30408,30189,30271,30625,31006,31434,31836,32241,32489,32582,32671
"Population ages 15-64, total",SP.POP.1564.TO,Fiji,FJI,199978,206397,213292,220636,228407,236097,243592,251115,258610,266333,274430,282833,291507,300352,309286,318314,327673,337819,348714,359787,370662,381351,391802,402107,412463,422549,431152,437946,443530,448421,453438,457126,460012,463772,467725,472034,478405,487425,497498,507598,517225,526193,534674,542849,550719,558393,565856,572639,578116,582368,585967,589081,591590,593436,594802,596070,597310,598217,598753,598992,600796,604407,608930,614362
"Population ages 15-64, total",SP.POP.1564.TO,Finland,FIN,2758982,2800637,2847308,2893075,2929871,2957576,2983517,3013503,3041209,3050645,3050589,3070070,3103738,3132676,3156498,3174221,3185506,3195107,3207298,3220857,3236466,3257494,3281958,3304833,3325745,3338646,3342962,3345440,3344810,3346792,3355727,3369870,3384938,3396122,3403789,3409589,3416505,3426968,3441552,3455387,3464352,3471758,3478324,3483581,3488772,3499298,3507266,3518847,3536864,3547864,3549606,3539610,3524876,3508386,3491693,3475929,3463631,3451227,3437072,3426873,3419944,3417691,3419917,3432594
